profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
"Engineering student in AIML with CGPA 7.2 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Power BI, Tableau, Python. Has completed 2 projects and 2 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in AIML with CGPA 7.2 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Power BI, Tableau, Python. Has completed 2 projects and 2 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment","Engineering student with skills in data analysis, power bi, tableau, python, excel, sql. CGPA 7.2."
"Engineering professional skilled in product management, scrum, go. Targeting a role in Product Management and Strategy. Focus area: Scrum Master 1.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, scrum, go","Engineering student with skills in product management, scrum, go."
"Engineering student in AIML with CGPA 7.7 out of 10. Skilled in Python, Machine Learning, Deep Learning, SQL, Pandas, Statistics. Has completed 4 projects and 0 internship(s). Targeting AI and Machine Learning roles. Prefers large product company (faang / top tech) work environment.",AIML_ENGINEER,synthetic_college,0,"Engineering student in AIML with CGPA 7.7 out of 10. Skilled in Python, Machine Learning, Deep Learning, SQL, Pandas, Statistics. Has completed 4 projects and 0 internship(s). Targeting AI and Machine Learning roles. Prefers large product company (faang / top tech) work environment","Engineering student with skills in machine learning, deep learning, statistics, python, pandas, sql. CGPA 7.7."
"Engineering professional skilled in project management, data analytics, excel, agile. Targeting a role in Data Analytics and Business Intelligence. Focus area: Business Analyst - Investment Management.",DATA_ANALYST,postings,2,"Engineering professional skilled in project management, data analytics, excel, agile","Engineering student with skills in project management, agile, excel."
"Engineering professional skilled in node.js, python, node, go. Targeting a role in Backend and Server-side Development. Focus area: Backend Engineer Solidity.",SWE_BACKEND,postings,8,"Engineering professional skilled in node.js, python, node, go","Engineering student with skills in node.js, python, go."
Engineering graduate in Commerce and Management with CGPA 6.1 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 6.1 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 6.1 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.1.
"Engineering professional skilled in spring boot, kubernetes, ansible, jenkins, spring, oracle, docker, apache. Targeting a role in Backend and Server-side Development. Focus area: Sr Java Developer On W2.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, kubernetes, ansible, jenkins, spring, oracle, docker, apache","Engineering student with skills in spring boot, kubernetes, ansible, jenkins, spring, oracle, docker."
"Engineering professional skilled in information security, product management, project management, cybersecurity. Targeting a role in Product Management and Strategy. Focus area: Cloud Security Product Manager.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in information security, product management, project management, cybersecurity","Engineering student with skills in information security, product management, project management, cybersecurity."
"Engineering professional skilled in machine learning, algorithms, python. Targeting a role in AI and Machine Learning. Focus area: Generative Ai Data Scientist.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, algorithms, python","Engineering student with skills in machine learning, algorithms, python."
"Engineering professional skilled in information security, cybersecurity, python, java, bash, siem. Targeting a role in Cybersecurity and Information Security. Focus area: Cyber Security Engineer Atlanta Ga- Hybrid.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, cybersecurity, python, java, bash, siem","Engineering student with skills in information security, cybersecurity, python, java, bash."
"Engineering professional skilled in cloud computing, microservices, spring boot, spring, lambda, kafka, java, aws. Targeting a role in Full Stack Web Development. Focus area: Java Full Stack Developer - Only W2.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in cloud computing, microservices, spring boot, spring, lambda, kafka, java, aws","Engineering student with skills in spring boot, spring, kafka, java, aws."
"Engineering professional skilled in spring boot, spring, java, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Senior Data Engineer Java Spring Boot Aws.",DATA_ENGINEER,postings,3,"Engineering professional skilled in spring boot, spring, java, aws","Engineering student with skills in spring boot, spring, java, aws."
"Engineering professional skilled in javascript, typescript, react, scss. Targeting a role in Backend and Server-side Development. Focus area: Sr React Frontend Lead Developer -Onsite Job Only W2/1099.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, typescript, react, scss","Engineering student with skills in javascript, typescript, react."
"Engineering professional skilled in data analytics, reporting, roadmap. Targeting a role in Data Analytics and Business Intelligence. Focus area: Reporting And Data Analyst.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, reporting, roadmap","Engineering student. Engineering professional skilled in data analytics, reporting, roadmap"
"Engineering professional skilled in javascript, typescript, postgres, mongodb, node, sql, git. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer E-Commerce Javascript Atx / Onsite / 65K.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, typescript, postgres, mongodb, node, sql, git","Engineering student with skills in javascript, typescript, mongodb, sql, git."
"Engineering professional skilled in cloud computing, kubernetes, azure, java, .net, aws, iot. Targeting a role in Embedded Systems and IoT. Focus area: Net Azure Iot Developer.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in cloud computing, kubernetes, azure, java, .net, aws, iot","Engineering student with skills in kubernetes, azure, java, aws."
Engineering graduate in Commerce and Management with CGPA 8.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 8.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 8.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 8.5.
Engineering graduate in Commerce and Management with CGPA 7.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 7.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 7.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 7.5.
"Engineering professional skilled in docker, devops. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Devops.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in docker, devops","Engineering student with skills in docker, devops."
"Engineering professional skilled in machine learning, deep learning, algorithms. Targeting a role in AI and Machine Learning. Focus area: Applied Scientist Artificial General Intelligence.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, deep learning, algorithms","Engineering student with skills in machine learning, deep learning, algorithms."
"Engineering professional skilled in spring boot, rest api, python, spring, kafka, java, aws, go. Targeting a role in Backend and Server-side Development. Focus area: Ex Capital One Only - Java Developer - Onsite To Richmond Va New York City Ny Philadelphia Pa Or Mclean Va.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, rest api, python, spring, kafka, java, aws, go","Engineering student with skills in spring boot, rest api, python, spring, kafka, java, aws, go."
